ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCVT063,HK1-2025-26,86,Tốt,KKHT loại 2,2400000,,
B21DCVT064,HK1-2025-26,62,Trung bình,,0,,
B21DCVT066,HK1-2025-26,74,Khá,,0,,
B21DCVT068,HK1-2025-26,67,Khá,,0,,
B21DCVT070,HK1-2025-26,84,Tốt,KKHT loại 2,2400000,,
B21DCVT076,HK1-2025-26,91,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT078,HK1-2025-26,72,Khá,,0,,
B21DCVT081,HK1-2025-26,85,Tốt,,0,,
B21DCVT085,HK1-2025-26,84,Tốt,KKHT loại 2,2400000,,
B21DCVT086,HK1-2025-26,68,Khá,,0,,
B21DCVT087,HK1-2025-26,72,Khá,,0,,
B21DCVT089,HK1-2025-26,94,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT091,HK1-2025-26,84,Tốt,KKHT loại 2,2400000,,
B21DCVT093,HK1-2025-26,60,Trung bình,,0,,
B21DCVT094,HK1-2025-26,79,Khá,,0,,
B21DCVT095,HK1-2025-26,84,Tốt,,0,,
B21DCVT096,HK1-2025-26,90,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT097,HK1-2025-26,94,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT098,HK1-2025-26,83,Tốt,,0,,
B21DCVT099,HK1-2025-26,88,Tốt,KKHT loại 2,2400000,,
B21DCVT100,HK1-2025-26,50,Trung bình,,0,,
B21DCVT106,HK1-2025-26,76,Khá,KKHT loại 3,1200000,,
B21DCVT109,HK1-2025-26,73,Khá,,0,,
B21DCVT111,HK1-2025-26,71,Khá,,0,,
B21DCVT116,HK1-2025-26,68,Khá,,0,,
B21DCVT118,HK1-2025-26,74,Khá,,0,,
B21DCVT122,HK1-2025-26,54,Trung bình,,0,,
B21DCVT124,HK1-2025-26,57,Trung bình,,0,,
B21DCVT125,HK1-2025-26,93,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT126,HK1-2025-26,70,Khá,,0,,
B21DCVT128,HK1-2025-26,100,Xuất sắc,KKHT loại 1,3600000,,
B21DCVT129,HK1-2025-26,83,Tốt,KKHT loại 2,2400000,,
B21DCCN001,HK1-2025-26,60,Trung bình,,0,,
B21DCCN003,HK1-2025-26,66,Khá,,0,,
B21DCCN004,HK1-2025-26,68,Khá,,0,,
B21DCCN005,HK1-2025-26,65,Khá,,0,,
B21DCCN006,HK1-2025-26,69,Khá,,0,,
B21DCCN009,HK1-2025-26,85,Tốt,KKHT loại 3,1200000,,
B21DCCN012,HK1-2025-26,82,Tốt,KKHT loại 2,2400000,,
B21DCCN014,HK1-2025-26,78,Khá,,0,,
B21DCCN020,HK1-2025-26,53,Trung bình,,0,,
B21DCCN021,HK1-2025-26,93,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN022,HK1-2025-26,64,Trung bình,,0,,
B21DCCN025,HK1-2025-26,76,Khá,,0,,
B21DCCN026,HK1-2025-26,84,Tốt,,0,,
B21DCCN027,HK1-2025-26,88,Tốt,KKHT loại 2,2400000,,
B21DCCN028,HK1-2025-26,84,Tốt,KKHT loại 2,2400000,,
B21DCCN031,HK1-2025-26,78,Khá,,0,,
B21DCCN033,HK1-2025-26,85,Tốt,KKHT loại 2,2400000,,
B21DCCN034,HK1-2025-26,71,Khá,,0,,
B21DCCN035,HK1-2025-26,38,Yếu,,0,,
B21DCCN036,HK1-2025-26,74,Khá,,0,,
B21DCCN039,HK1-2025-26,78,Khá,,0,,
B21DCCN041,HK1-2025-26,55,Trung bình,,0,,
B21DCCN042,HK1-2025-26,92,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN043,HK1-2025-26,56,Trung bình,,0,,
B21DCCN044,HK1-2025-26,88,Tốt,KKHT loại 2,2400000,,
B21DCCN045,HK1-2025-26,58,Trung bình,,0,,
B21DCCN049,HK1-2025-26,55,Trung bình,,0,,
B21DCCN050,HK1-2025-26,92,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN051,HK1-2025-26,73,Khá,,0,,
B21DCCN055,HK1-2025-26,85,Tốt,KKHT loại 2,2400000,,
B21DCCN059,HK1-2025-26,54,Trung bình,,0,,
B21DCCN062,HK1-2025-26,82,Tốt,KKHT loại 2,2400000,,
B21DCCN063,HK1-2025-26,85,Tốt,KKHT loại 2,2400000,,
B21DCCN072,HK1-2025-26,93,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN074,HK1-2025-26,83,Tốt,KKHT loại 2,2400000,,
B21DCCN078,HK1-2025-26,77,Khá,,0,,
B21DCCN079,HK1-2025-26,98,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN081,HK1-2025-26,58,Trung bình,,0,,
B21DCCN082,HK1-2025-26,90,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN083,HK1-2025-26,69,Khá,,0,,
B21DCCN084,HK1-2025-26,60,Trung bình,,0,,
B21DCCN090,HK1-2025-26,92,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN091,HK1-2025-26,98,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN092,HK1-2025-26,73,Khá,,0,,
B21DCCN093,HK1-2025-26,64,Trung bình,,0,,
B21DCCN095,HK1-2025-26,95,Xuất sắc,KKHT loại 1,3600000,,
B21DCCN097,HK1-2025-26,60,Trung bình,,0,,
B21DCCN098,HK1-2025-26,46,Yếu,,0,,
B21DCCN100,HK1-2025-26,68,Khá,,0,,
B21DCCN103,HK1-2025-26,63,Trung bình,,0,,
B21DCCN104,HK1-2025-26,87,Tốt,,0,,
B21DCCN107,HK1-2025-26,80,Tốt,KKHT loại 2,2400000,,
B21DCCN108,HK1-2025-26,50,Trung bình,,0,,
B21DCCN109,HK1-2025-26,86,Tốt,KKHT loại 2,2400000,,
B21DCCN110,HK1-2025-26,79,Khá,,0,,
B21DCCN111,HK1-2025-26,88,Tốt,KKHT loại 2,2400000,,
B21DCCN113,HK1-2025-26,89,Tốt,KKHT loại 2,2400000,,
B21DCCN115,HK1-2025-26,24,Kém,,0,,
B21DCCN116,HK1-2025-26,80,Tốt,KKHT loại 2,2400000,,
B21DCCN117,HK1-2025-26,78,Khá,,0,,
B21DCCN120,HK1-2025-26,48,Yếu,,0,,
B21DCCN121,HK1-2025-26,62,Trung bình,,0,,
B21DCCN122,HK1-2025-26,61,Trung bình,,0,,
B21DCCN123,HK1-2025-26,89,Tốt,KKHT loại 2,2400000,,
B21DCCN125,HK1-2025-26,59,Trung bình,,0,,
B21DCCN126,HK1-2025-26,66,Khá,,0,,
B21DCCN129,HK1-2025-26,70,Khá,,0,,
B21DCCN130,HK1-2025-26,87,Tốt,KKHT loại 3,1200000,,
