ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B22DCKT093,HK1-2022-23,67,Khá,,0,,
B21DCVT084,HK1-2022-23,64,Trung bình,,0,,
B22DCKT098,HK1-2022-23,#N/A,,,0,,
B21DCKT019,HK1-2022-23,57,Trung bình,,0,,
B21DCKT109,HK1-2022-23,65,Khá,,0,,
B22DCVT023,HK1-2022-23,81,Tốt,,0,,
B21DCKT090,HK1-2022-23,81,Tốt,,0,,
B21DCKT120,HK1-2022-23, ,,,0,,
B22DCKT083,HK1-2022-23,77,Khá,,0,,
B21DCKT117,HK1-2022-23,70,Khá,KKHT Loại Khá,1200000,,
B21DCVT029,HK1-2022-23,49,Yếu,,0,,
B22DCKT006,HK1-2022-23,41,Yếu,,0,,
B21DCKT047,HK1-2022-23,53,Trung bình,,0,,
B22DCVT078,HK1-2022-23,80,Tốt,,0,,
B22DCVT029,HK1-2022-23, ,,,0,,
B21DCVT097,HK1-2022-23,88,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT040,HK1-2022-23,66,Khá,,0,,
B22DCKT074,HK1-2022-23,73,Khá,,0,,
B21DCCN042,HK1-2022-23,65,Khá,,0,,
B21DCVT115,HK1-2022-23,khá,Khá,,0,,
B21DCVT081,HK1-2022-23,64,Trung bình,,0,,
B21 DCKT015,HK1-2022-23,78,Khá,,0,,
B22DCKT044,HK1-2022-23,57,Trung bình,,0,,
B22DCCN078,HK1-2022-23,81,Tốt,,0,,
B21DCVT038,HK1-2022-23,89,Tốt,,0,,
B21DCVT083,HK1-2022-23,82,Tốt,KKHT Loại Khá,1200000,,
B22DCKT059,HK1-2022-23,73,Khá,,0,,
B22DCVT104,HK1-2022-23,67,Khá,,0,,
B22DCKT075,HK1-2022-23,75,Khá,,0,,
B22DCKT023,HK1-2022-23,69,Khá,,0,,
B22DCVT012,HK1-2022-23,63,Trung bình,,0,,
B21DCKT058,HK1-2022-23,60,Trung bình,,0,,
B21DCKT001,HK1-2022-23,30,Yếu,,0,,
B21DCKT011,HK1-2022-23,77,Khá,,0,,
B21DCKT121,HK1-2022-23,63,Trung bình,,0,,
B22DCKT087,HK1-2022-23,74,Khá,,0,,
B21DCVT096,HK1-2022-23,64,Trung bình,,0,,
B22DCKT129,HK1-2022-23,72,Khá,,0,,
B21DCCN027,HK1-2022-23,74,Khá,,0,,
 B21DCKT040,HK1-2022-23,51,Trung bình,,0,,
B21DCKT045,HK1-2022-23,83,Tốt,KKHT Loại Giỏi,3600000,,
B21DCVT099,HK1-2022-23,69,Khá,,0,,
B21DCKT038,HK1-2022-23,75,Khá,,0,,
B22DCVT047,HK1-2022-23,42,Yếu,,0,,
B22DCKT059,HK1-2022-23,73,Khá,,0,,
B22DCKT027,HK1-2022-23,74,Khá,,0,,
B22DCKT140,HK1-2022-23,79,Khá,,0,,
B21DCVT071,HK1-2022-23,69,Khá,,0,,
B22DCKT063,HK1-2022-23,80,Tốt,,0,,
B22DCKT077,HK1-2022-23,78,Khá,KKHT Loại Khá,1200000,,
B22 DCVT113,HK1-2022-23,63,Trung bình,,0,,
B21DCKT076,HK1-2022-23,62,Trung bình,,0,,
B21DCVT047,HK1-2022-23,71,Khá,,0,,
B22DCKT094,HK1-2022-23,53,Trung bình,,0,,
B21DCKT104,HK1-2022-23,81,Tốt,KKHT Loại Khá,1200000,,
B21DCKT012,HK1-2022-23,83,Tốt,,0,,
B22DCVT088,HK1-2022-23,54,Trung bình,,0,,
B21DCKT087,HK1-2022-23,73,Khá,,0,,
B22DCCN082,HK1-2022-23,,,,0,,
B21DCVT026,HK1-2022-23,57,Trung bình,,0,,
B22DCVT016,HK1-2022-23,64,Trung bình,,0,,
B22DCVT098,HK1-2022-23,78,Khá,,0,,
B22DCVT066,HK1-2022-23,48,Yếu,,0,,
B21DCKT025,HK1-2022-23,50,Trung bình,,0,,
B21DCKT130,HK1-2022-23,38,Yếu,,0,,
B22DCCN002,HK1-2022-23,65,Khá,,0,,
B22DCVT063,HK1-2022-23,82,Tốt,,0,,
B22DCCN064,HK1-2022-23,66,Khá,,0,,
B22DCCN083,HK1-2022-23,58,Trung bình,,0,,
B22DCKT004,HK1-2022-23,70,Khá,,0,,
B21DCVT108,HK1-2022-23,46,Yếu,,0,,
B21DCVT105,HK1-2022-23,67,Khá,,0,,
B21DCVT019,HK1-2022-23,66,Khá,,0,,
B21DCKT048,HK1-2022-23,81,Tốt,KKHT Loại Giỏi,3600000,,
B22DCCN047,HK1-2022-23,42,Yếu,,0,Cảnh cáo lần 2,Gian lận bài tập
B21DCKT022,HK1-2022-23,81,Tốt,,0,,
B21DCVT112,HK1-2022-23,65,Khá,,0,,
B21DCVT057,HK1-2022-23,79,Khá,,0,,
B22DCKT030,HK1-2022-23,48,Yếu,,0,Khiển trách,Thi hộ
B22DCCN032,HK1-2022-23,63,Trung bình,,0,,
B22DCCN037,HK1-2022-23,62,Trung bình,,0,,
B22DCKT006,HK1-2022-23,NULL,Yếu,,0,,
B21DCKT117,HK1-2022-23,70,Khá,KKHT Loại Khá,1200000,,
B22DCKT055,HK1-2022-23,56,Trung bình,,0,,
B22DCCN072,HK1-2022-23,66,Khá,,0,,
B21DCKT040,HK1/2022/23,51,Trung bình,,0,,
B22DCVT038,HK1-2022-23,76,Khá,,0,,
B21DCCN094,HK1-2022-23,51,Trung bình,,0,,
B21DCVT038,HK1-2022-23,89,Tốt,,0,,
b21dckt090,HK1-2022-23,81,Tốt,,0,,
B21DCVT080,HK1-2022-23,79,Khá,,0,,
B21DCVT014,HK1-2022-23,55,Trung bình,,0,,
B21DCKT109,HK1-2022-23,65,Khá,,0,,
B21DCKT003,HK1-2022-23,78,Khá,,0,,
B21DCKT107,HK1-2022-23,86,Tốt,,0,,
B21DCKT100,HK1-2022-23,78,Khá,,0,,
B22DCVT035,HK1-2022-23,n/a,,,0,,
B21DCKT025,HK1-2022-23,50,Trung bình,,0,,
B22DCKT107,HK1-2022-23,68,Khá,,0,,
B22DCKT092,HK1-2022-23,N/A,,KKHT Loại Khá,1200000,,
B22DCCN017,HK1-2022-23,63,Trung bình,,0,,
B22DCVT127,HK1-2022-23,54,Trung bình,,0,,
B21DCKT048,HK1-2022-23,81,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT075,HK1-2022-23,75,Khá,,0,,
B21DCVT004,HK1-2022-23,76,Khá,,0,,
B21DCKT095,HK1-2022-23,72,Khá,,0,,
B21DCKT105,HK1-2022-23,41,Yếu,,0,,
B22DCKT022,HK1-2022-23,76,Khá,,0,,
B22DCKT103,HK1-2022-23,69,Khá,,0,,
B21DCKT027,HK1-2022-23,80,Tốt,,0,,
B22DCKT034,HK1-2022-23,57,Trung bình,,0,,
B22DCKT032,HK1-2022-23,63,Trung bình,,0,,
B21DCCN025,HK1-2022-23,69,Khá,,0,,
B22DCVT104,HK1-2022-23,67,Khá,,0,,
B22DCVT140,HK1-2022-23,52,Trung bình,,0,,
B22DCKT030,HK1-2022-23,48,Yếu,,0,Khiển trách,Thi hộ
B21DCVT064,HK1-2022-23,54,Trung bình,,0,,
B21DCVT104,HK1-2022-23,60,Trung bình,,0,,
B21DCKT034,HK1-2022-23,59,Trung bình,,0,,
B22DCKT093,HK1-2022-23,67,Khá,,0,,
B22DCVT005,HK1-2022-23,74,Khá,,0,,
B22DCVT084,HK1-2022-23,N/A,,,0,,
B21DCKT087,HK1-2022-23,73,Khá,,0,,
B21DCKT039,HK1-2022-23,77,Khá,,0,,
B21DCVT001,HK1-2022-23,71,Khá,,0,,
B22DCKT042,HK1-2022-23,61,Trung bình,,0,,
B21DCKT097,HK1-2022-23,75,Khá,,0,,
B21DCVT076,HK1-2022-23,78,Khá,,0,,
B22DCKT071,HK1-2022-23,55,Trung bình,,0,,
B21DCVT100,HK1-2022-23,70,Khá,,0,,
B21DCVT050,HK1-2022-23,68,Khá,,0,,
B22DCKT060,HK1-2022-23,81,Tốt,KKHT Loại Khá,1200000,,
B21DCVT027,HK1-2022-23,73,Khá,,0,,
B22DCVT007,HK1-2022-23,76,Khá,,0,,
B22DCKT005,HK1-2022-23,76,Khá,,0,,
B22DCKT102,HK1-2022-23,chưa có,,,0,,
B22DCVT045,HK1-2022-23,51,Trung bình,,0,,
B21DCVT084,HK1-2022-23,64,Trung bình,,0,,
B21DCVT024,HK1-2022-23, ,,,0,,
B21DCKT029,HK1-2022-23,N/A,,KKHT Loại Khá,1200000,,
B22DCVT077,HK1-2022-23,79,Khá,,0,,
B22DCVT086,HK1-2022-23,73,Khá,,0,,
B21DCKT057,HK1-2022-23,79,Khá,,0,,
B22DCKT137,HK1-2022-23,74,Khá,,0,,
B21DCKT032,HK1-2022-23,70,Khá,,0,,
B22DCVT112,HK1-2022-23,70,Khá,,0,,
B21DCCN002,HK1-2022-23,N/A,,,0,,
B22DCKT032,HK1-2022-23,63,Trung bình,,0,,
B21DCVT003,HK1-2022-23,86,Tốt,KKHT Loại Giỏi,3600000,,
B21DCVT068,HK1-2022-23,58,Trung bình,,0,,
B21DCKT015,HK1-2022-23,78,Khá,,0,,
B22DCKT126,HK1-2022-23,54,Trung bình,,0,,
B22DCKT049,HK1-2022-23,68,Khá,,0,,
B22DCKT135,HK1-2022-23,72,Khá,,0,,
B22DCKT084,HK1-2022-23,44,Yếu,,0,Cảnh cáo lần 2,Nghỉ học quá nhiều
B22DCKT095,HK1-2022-23,56,Kém,,0,,
B22DCKT048,HK1-2022-23,61,Trung bình,,0,,
B22DCKT031,HK1-2022-23,63,Trung bình,,0,,
B21DCKT124,HK1-2022-23,66,Khá,,0,,
B21DCKT061,HK1-2022-23,70,Xuất sắc,,0,,
B21DCVT072,HK1-2022-23,76,Khá,,0,,
B21DCKT118,HK1-2022-23,81,Tốt,KKHT Loại Khá,1200000,,
 B22DCKT136,HK1-2022-23,71,Khá,,0,,
B22DCVT047,HK1-2022-23,42,Yếu,,0,,
B21DCKT126,HK1-2022-23,74,Khá,,0,,
B22DCCN022,HK1-2022-23,50,Trung bình,,0,,
B22DCKT040,HK1-2022-23,66,Khá,,0,,
B22DCVT139,HK1-2022-23,69,Khá,,0,,
B21DCVT033,HK1-2022-23,88,Tốt,KKHT Loại Khá,1200000,,
B21DCVT086,HK1-2022-23,67,Khá,,0,,
B21DCCN019,HK1-2022-23,37,Yếu,,0,,
B21DCVT037,HK1-2022-23,80,Tốt,,0,,
B21DCKT099,HK1-2022-23,68,Khá,,0,,
B22DCKT106,HK1-2022-23,khá,Khá,KKHT Loại Khá,1200000,,
B21DCKT073,HK1-2022-23,71,Khá,,0,,
B21DCKT082,HK1-2022-23,71,Kém,,0,,
B22DCKT053,HK1-2022-23,52,Trung bình,,0,,
B21DCKT003,HK1-2022-23,78,Khá,,0,,
B22DCCN074,HK1-2022-23,77,Khá,KKHT Loại Khá,1200000,,
B22DCKT045,HK1-2022-23,60,Trung bình,,0,,
B21DCKT027,HK1-2022-23,80,Tốt,,0,,
B22DCVT072,HK1-2022-23,46,Yếu,,0,,
B22DCKT069,HK1-2022-23,76,Khá,,0,,
B21DCKT105,HK1-2022-23,n/a,,,0,,
B21DCKT010,HK1-2022-23,67,Khá,,0,,
B22DCVT105,HK1-2022-23,81,Tốt,,0,,
B21DCKT044,HK1-2022-23,70,Khá,,0,,
B21DCKT021,HK1-2022-23,79,Khá,,0,,
B21DCKT121,HK1-2022-23,63,Trung bình,,0,,
B22DCCN071,HK1-2022-23,71,Khá,,0,,
B22DCVT108,HK1-2022-23,84,Tốt,,0,,
B21DCKT108,HK1-2022-23,66,Khá,,0,,
B22DCVT015,HK1-2022-23,64,Trung bình,,0,,
B21DCVT021,HK1-2022-23,84,Tốt,KKHT Loại Khá,1200000,,
B22DCKT041,HK1-2022-23,70,Khá,,0,,
B21DCKT046,HK1-2022-23,73,Khá,,0,,
B21DCCN053,HK1-2022-23,81,Tốt,,0,,
B22DCCN135,HK1-2022-23,70,Khá,,0,,
B22DCCN067,HK1-2022-23,36,Yếu,,0,,
B21DCCN079,HK1-2022-23,70,Khá,,0,,
B22DCKT104,HK1-2022-23,khá,Trung bình,,0,,
B22DCVT100,HK1-2022-23,50,Trung bình,,0,,
B21DCCN115,HK1-2022-23,72,Khá,,0,,
B22DCKT127,HK1-2022-23,78,Khá,KKHT Loại Khá,1200000,,
B22DCKT065,HK1-2022-23,72,Khá,,0,,
B22DCVT109,HK1-2022-23,40,Yếu,,0,,
B22DCCN139,HK1-2022-23,81,Kém,,0,,
B21DCKT100,HK1-2022-23,78,Khá,KKHT Loại Khá,1200000,,
B21DCVT069,HK1-2022-23,,,KKHT Loại Giỏi,3600000,,
B21DCKT119,HK1-2022-23,73,Khá,,0,,
B21DCKT084,HK1-2022-23,76,Yếu,,0,,
B21DCCN130,HK1-2022-23,44,Yếu,,0,,
B21DCCN061,HK1-2022-23,62,Trung bình,,0,,
B21DCVT102,HK1-2022-23,63,Trung bình,,0,,
B22DCCN103,HK1-2022-23,64,Trung bình,,0,,
B21DCVT034,HK1-2022-23,60,Trung bình,,0,,
B22DCCN061,HK1-2022-23,62,Trung bình,,0,,
B21DCCN035,HK1-2022-23,74,Khá,,0,,
B22DCKT017  ,HK1-2022-23,75,Khá,,0,,
B21DCKT033,HK1-2022-23,76,Khá,,0,,
B22DCCN010,HK1-2022-23,65,Khá,,0,,
B21DCVT073,HK1-2022-23,72,Khá,,0,,
B22DCKT057,HK1-2022-23,57,Trung bình,,0,,
B22DCKT124,HK1-2022-23,74,Khá,,0,,
B21DCVT126,HK1-2022-23,61,Trung bình,,0,,
B22DCVT122,HK1-2022-23,44,Yếu,,0,,
B21DCCN034,HK1-2022-23,77,Khá,,0,,
B22DCKT121,HK1-2022-23,58,Trung bình,,0,,
B22DCCN136,HK1-2022-23,55,Trung bình,,0,,
B22DCVT005,HK1-2022-23,74,Khá,,0,,
B22DCVT008,HK1-2022-23,67,Khá,,0,,
B21DCCN026,HK1-2022-23,64,Trung bình,,0,,
B21DCVT118,HK1-2022-23,60,Trung bình,,0,,
B22DCVT090,HK1-2022-23,khá,Trung bình,,0,,
B21DCCN129,HK1-2022-23,66,Khá,,0,,
B22DCKT060,HK1-2022-23,81,Tốt,KKHT Loại Khá,1200000,,
B22DCVT128,HK1-2022-23,67,Khá,,0,,
B21DCKT094,HK1-2022-23,70,Khá,,0,,
B21DCVT014,HK1-2022-23,55,Trung bình,,0,,
B22DCVT092,HK1-2022-23,74,Khá,,0,,
B21DCVT070,HK1-2022-23,67,Khá,,0,,
B21DCKT077,HK1-2022-23,82,Tốt,KKHT Loại Giỏi,3600000,,
B21DCKT059,HK1-2022-23,79,Khá,KKHT Loại Khá,1200000,,
B22DCVT081,HK1-2022-23,89,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT002,HK1-2022-23,72,Khá,KKHT Loại Khá,1200000,,
B22DCKT109,HK1-2022-23,77,Khá,,0,,
B22DCVT116,HK1-2022-23,68,Khá,,0,,
B21DCKT111,HK1-2022-23,66,Khá,,0,,
B22DCCN025,HK1-2022-23,79,Khá,,0,,
B22DCVT063,HK1-2022-23,82,Tốt,,0,,
B22DCVT115,HK1-2022-23,--,Khá,,0,,
B22DCCN126,HK1-2022-23,63,Trung bình,,0,,
B22DCVT128,HK1-2022-23,67,Yếu,,0,,
B22DCKT042,HK1-2022-23,61,Trung bình,,0,,
B21DCCN109,HK1-2022-23,60,Trung bình,,0,,
B21DCKT016,HK1-2022-23,78,Khá,,0,,
B21DCKT008,HK1-2022-23,64,Trung bình,,0,,
B21DCKT004,HK1-2022-23,80,Tốt,,0,,
B21DCKT129,HK1-2022-23,66,Khá,,0,,
B21DCCN075,HK1-2022-23,chưa có,,,0,,
B22DCVT105,HK1-2022-23,81,Tốt,,0,,
B22DCKT085,HK1-2022-23,72,Trung bình,,0,,
B22DCKT025,HK1-2022-23,68,Khá,,0,,
B22DCCN026,HK1-2022-23,72,Khá,,0,,
B21DCCN107,HK1-2022-23,49,Yếu,,0,,
B22DCVT002,HK1-2022-23,50,Trung bình,,0,,
B21DCKT112,HK1-2022-23,82,Tốt,KKHT Loại Giỏi,3600000,,
B22DCKT024,HK1-2022-23,66,Khá,,0,,
B22DCVT129,HK1-2022-23,89,Tốt,KKHT Loại Khá,1200000,,
B21DCKT102,HK1-2022-23, ,,,0,,
B22DCCN035,HK1-2022-23,76,Khá,,0,,
B21DCKT003,HK1-2022-23,78,Khá,,0,,
B21DCCN008,HK1-2022-23,67,Khá,,0,,
B22DCKT036,HK1-2022-23,64,Trung bình,,0,,
B21DCKT092,HK1-2022-23,59,Trung bình,,0,,
B22DCVT007,HK1-2022-23,76,Khá,,0,,
B21DCKT041,HK1-2022-23,68,Khá,,0,,
B22DCKT046,HK1-2022-23,55,Trung bình,,0,,
B22DCKT029,HK1-2022-23,79,Khá,,0,,
B21DCVT093,HK1-2022-23,51,Trung bình,,0,,
B21DCKT030,HK1-2022-23,71,Khá,,0,,
B21DCKT107,HK1-2022-23,86,Tốt,,0,,
B22DCKT104,HK1-2022-23,57,Trung bình,,0,,
B22DCKT114,HK1-2022-23,88,Tốt,KKHT Loại Khá,1200000,,
B22DCVT130,HK1-2022-23,86,Tốt,KKHT Loại Khá,1200000,,
B22DCVT058,HK1-2022-23,88,Tốt,KKHT Loại Khá,1200000,,
B22DCVT021,HK1-2022-23,42,Yếu,,0,,
B22DCKT127,HK1-2022-23,78,Khá,KKHT Loại Khá,1200000,,
B22DCVT004,HK1-2022-23,50,Trung bình,,0,,
B21DCCN005,HK1-2022-23,61,Trung bình,,0,,
B22DCKT086,HK1-2022-23,79,Khá,,0,,
B22DCCN106,HK1-2022-23,74,Khá,,0,,
B21DCVT029,HK1-2022-23,49,Yếu,,0,,
B21DCKT050,HK1-2022-23,67,Khá,,0,,
B21DCKT101,HK1-2022-23,72,Khá,,0,,
B22DCKT056,HK1-2022-23,65,Khá,,0,,
B21DCCN103,HK1-2022-23,77,Kém,,0,,
B21DCCN085,HK1-2022-23,71,Khá,,0,,
B21DCKT060,HK1-2022-23,82,Tốt,,0,,
b21dcvt039,HK1-2022-23,50,Trung bình,,0,,
B22DCKT054,HK1-2022-23,84,Tốt,KKHT Loại Khá,1200000,,
B22DCKT033,HK1-2022-23,68,Khá,,0,,
B22DCCN112,HK1-2022-23,83,Xuất sắc,,0,,
B21DCVT111,HK1-2022-23,51,Trung bình,,0,,
B22DCKT002,HK1-2022-23,72,Khá,,0,,
B22DCKT100,HK1-2022-23,73,Khá,,0,,
B22 DCKT081,HK1-2022-23,chưa có,,,0,,
B22DCVT098,HK1-2022-23,78,Khá,,0,,
B22DCCN084,HK1-2022-23,56,Trung bình,,0,,
B21DCCN031,HK1-2022-23,69,Khá,,0,,
B22DCKT085,Hk1-2022-23,72,Khá,,0,,
B21DCVT061,HK1-2022-23,77,Khá,,0,,
B22DCKT091,HK1-2022-23,62,Tốt,,0,,
B22DCKT020,HK1-2022-23,75,Khá,,0,,
B22DCKT122,HK1-2022-23,71,Khá,,0,,
B22DCCN019,HK1-2022-23,82,Tốt,,0,,
B21DCVT068  ,HK1-2022-23,58,Trung bình,,0,,
B21DCVT010,HK1-2022-23,75,Khá,,0,,
B22DCVT043,HK1-2022-23,65,Khá,,0,,
B22DCKT036,HK1-2022-23,64,Trung bình,,0,,
B22DCVT079,HK1-2022-23,77,Khá,,0,,
B21DCKT050,HK1-2022-23,67,Khá,,0,,
B22DCKT096,HK1-2022-23,63,Trung bình,,0,,
B21DCCN018,HK1-2022-23,71,Khá,,0,,
B22DCKT123,HK1-2022-23,68,Khá,KKHT Loại Khá,1200000,,
B22DCVT030,HK1-2022-23,73,Khá,,0,,
B21DCVT088,HK1-2022-23,62,Trung bình,,0,,
B21DCKT069,HK1-2022-23,83,Tốt,,0,,
B21DCKT017,HK1-2022-23,80,Tốt,KKHT Loại Khá,1200000,,
B21DCKT062,HK1-2022-23,83,Tốt,,0,,
B21DCVT050,HK1-2022-23,68,Khá,,0,,
B22DCVT107,HK1-2022-23,77,Khá,,0,,
B21DCVT128,HK1-2022-23,70,Khá,,0,,
B21DCKT058,HK1-2022-23,60,Trung bình,,0,,
B21DCKT020,HK1-2022-23,79,Khá,,0,,
B22DCKT011,HK1-2022-23,71,Khá,,0,,
B22DCKT038,HK1-2022-23, ,,,0,,
B22DCVT052,HK1-2022-23,77,Khá,,0,,
b22dcvt067,HK1-2022-23,75,Khá,,0,,
B21DCKT055,HK1-2022-23,NULL,Tốt,,0,,
B21DCKT078,HK1-2022-23,64,Trung bình,,0,,
B21DCVT036,HK1-2022-23,58,Trung bình,,0,,
B22DCCN023,HK1-2022-23,75,Khá,,0,,
B21DCKT097,HK1-2022-23,#N/A,,,0,,
B21DCKT033,HK1-2022-23,n/a,,,0,,
B21DCCN033,HK1-2022-23,73,Khá,,0,,
B21DCKT102,HK1-2022-23,86,Tốt,,0,,
B22DCKT074,HK1-2022-23,73,Khá,,0,,
B22DCKT051,HK1-2022-23,68,Khá,,0,,
B21DCKT070,HK1-2022-23,71,Kém,,0,,
B22DCCN044,HK1-2022-23,79,Khá,,0,,
B21DCVT008,HK1-2022-23,76,Khá,,0,,
B22DCCN110,HK1-2022-23,86,Tốt,KKHT Loại Khá,1200000,,
B22DCKT054,HK1-2022-23,84,Tốt,KKHT Loại Khá,1200000,,
B21DCKT082,HK1-2022-23,71,Khá,,0,,
B22DCVT095,HK1-2022-23,88,Tốt,,0,,
B21DCVT121,HK1-2022-23,50,Trung bình,,0,,
B22DCKT138,HK1-2022-23,68,Khá,,0,,
B22DCKT045,HK1-2022-23,60,Trung bình,,0,,
B22DCVT109,HK1-2022-23,40,Yếu,,0,,
B22DCCN111,Hk1-2022-23,65,Khá,,0,,
B21DCKT053,HK1-2022-23,48,Yếu,,0,,
B22DCVT137,HK1-2022-23, ,,,0,,
B21DCKT039,HK1-2022-23,77,Khá,,0,,
B22DCKT100,HK1-2022-23,73,Khá,,0,,
B22DCKT013,HK1-2022-23,71,Khá,,0,,
B22DCKT066,HK1-2022-23,63,Trung bình,,0,,
B22DCKT086,HK1-2022-23,79,Khá,,0,,
B22DCCN021,HK1-2022-23,33,Yếu,,0,,
B22DCVT124,HK1-2022-23,n/a,,,0,,
B22DCKT099,HK1-2022-23,87,Tốt,,0,,
B22DCKT075,HK1-2022-23,75,Khá,,0,,
B22DCKT052,HK1-2022-23,#N/A,,,0,,
B22DCKT106,HK1-2022-23,76,Khá,KKHT Loại Khá,1200000,,
B21DCCN038,HK1-2022-23,72,Khá,,0,,
B21DCVT098,HK1-2022-23,60,Trung bình,,0,,
B22DCVT016,HK1-2022-23,64,Trung bình,,0,,
B21DCKT112,HK1-2022-23,82,Tốt,KKHT Loại Giỏi,3600000,,
