ma_sinh_vien,hoc_ky,diem_ren_luyen,xep_loai_rl,loai_hoc_bong,muc_tien_hb,hinh_thuc_ky_luat,ly_do_ky_luat
B21DCCN025,HK1-2025-26,53,Trung bình,,0,,
B21DCCN043,HK1-2025-26,45,Yếu,,0,,
B21DCCN089,HK1-2025-26,76,Khá,,0,,
B21DCCN013,HK1-2025-26,73,Khá,,0,,
B21DCCN120,HK1-2025-26,73,Khá,,0,,
B21DCCN040,HK1-2025-26,71,Khá,,0,,
B21DCCN045,HK1-2025-26,68,Khá,,0,,
B21DCCN084,HK1-2025-26,68,Khá,,0,,
B21DCCN018,HK1-2025-26,66,Khá,,0,,
B21DCCN002,HK1-2025-26,64,Trung bình,,0,,
B21DCCN008,HK1-2025-26,60,Trung bình,,0,,
B21DCCN071,HK1-2025-26,57,Trung bình,,0,,
B21DCCN050,HK1-2025-26,52,Trung bình,,0,,
B21DCCN010,HK1-2025-26,76,Khá,,0,,
B21DCCN073,HK1-2025-26,71,Khá,,0,,
B21DCCN001,HK1-2025-26,67,Khá,,0,,
B21DCCN076,HK1-2025-26,55,Trung bình,,0,,
B21DCCN074,HK1-2025-26,56,Trung bình,,0,,
